drug_name,metric_type,value,unit,source_name,source_year,source_page,source_quote,class_level
Tadalafil 2.5 MG Tablet (Ajanta Pharma),markup_pct,2812.18,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Tadalafil 20 MG Tablet (Ajanta Pharma),markup_pct,4563.03,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Tadalafil 5 MG Tablet (Ajanta Pharma),markup_pct,1026.65,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Tadalafil 5 MG Tablet (AvKARE),markup_pct,1727.59,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Tetrabenazine 25 MG Tablet (Camber Pharmaceuticals),markup_pct,1218.8,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Tetrabenazine 25 MG Tablet (Slate Run Pharmaceuticals),markup_pct,1261.21,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Vigabatrin 500 MG Packet (Cipla USA),markup_pct,1270.57,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Imatinib (Gleevec) 30-tab,acquisition_cost,15.43,usd_per_30tab_costplus_2024,"DrugPatentWatch blog, Mark Cuban Cost Plus Drugs is Killing Spread Pricing (2026)",2026,N/A (web page),Cost Plus price...$15.43/30-tab,False
Imatinib (Gleevec) 30-tab,reimbursement_amount,1500,usd_per_30tab_PBM_low_2024,"DrugPatentWatch blog, Mark Cuban Cost Plus Drugs is Killing Spread Pricing (2026)",2026,N/A (web page),"typical PBM-adjudicated prices of $1,500-$2,200",False
Imatinib (Gleevec) 30-tab,reimbursement_amount,2200,usd_per_30tab_PBM_high_2024,"DrugPatentWatch blog, Mark Cuban Cost Plus Drugs is Killing Spread Pricing (2026)",2026,N/A (web page),"typical PBM-adjudicated prices of $1,500-$2,200",False
Imatinib (Gleevec) 30-tab,reimbursement_amount,9000,usd_per_month_original_brand,"DrugPatentWatch blog, Mark Cuban Cost Plus Drugs is Killing Spread Pricing (2026)",2026,N/A (web page),"original brand pricing: more than $9,000 per month",False
Sildenafil (Viagra) 6-tab,acquisition_cost,17.5,usd_per_6tab_costplus_2024,"DrugPatentWatch blog, Mark Cuban Cost Plus Drugs is Killing Spread Pricing (2026)",2026,N/A (web page),Cost Plus: $17.50/6-tab,False
Sildenafil (Viagra) 6-tab,reimbursement_amount,80,usd_per_6tab_PBM_low_2024,"DrugPatentWatch blog, Mark Cuban Cost Plus Drugs is Killing Spread Pricing (2026)",2026,N/A (web page),Typical PBM range: $80-$160,False
Sildenafil (Viagra) 6-tab,reimbursement_amount,160,usd_per_6tab_PBM_high_2024,"DrugPatentWatch blog, Mark Cuban Cost Plus Drugs is Killing Spread Pricing (2026)",2026,N/A (web page),Typical PBM range: $80-$160,False
Rosuvastatin (Crestor) 90-tab,acquisition_cost,14.7,usd_per_90tab_costplus_2024,"DrugPatentWatch blog, Mark Cuban Cost Plus Drugs is Killing Spread Pricing (2026)",2026,N/A (web page),Cost Plus: $14.70/90-tab,False
Rosuvastatin (Crestor) 90-tab,reimbursement_amount,40,usd_per_90tab_PBM_low_2024,"DrugPatentWatch blog, Mark Cuban Cost Plus Drugs is Killing Spread Pricing (2026)",2026,N/A (web page),PBM-adjudicated: $40-$90,False
Rosuvastatin (Crestor) 90-tab,reimbursement_amount,90,usd_per_90tab_PBM_high_2024,"DrugPatentWatch blog, Mark Cuban Cost Plus Drugs is Killing Spread Pricing (2026)",2026,N/A (web page),PBM-adjudicated: $40-$90,False
Insulin Glargine (Lantus SoloStar),acquisition_cost,303,usd_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,"Lantus SoloStar, increased from $303 in 2014",False
Insulin Glargine (Lantus SoloStar),acquisition_cost,404,usd_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,Lantus SoloStar...to $404 in 2019,False
Insulin Detemir (Levemir FlexTouch),acquisition_cost,303,usd_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,"Levemir FlexTouch, increased from $303 in May 2014",False
Insulin Detemir (Levemir FlexTouch),acquisition_cost,462,usd_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,Levemir FlexTouch...to approximately $462 in January 2019,False
Insulin Detemir (Levemir FlexTouch),markup_pct,52,percent,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,an increase of $159 -- or 52% -- in five years,False
Insulin Lispro (Humalog 50-50 Kwikpen),acquisition_cost,530,usd_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,"Humalog 50-50 Kwikpen, had a WAC of $530 in 2017",False
Insulin Lispro (Humalog 50-50 Kwikpen),acquisition_cost,323,usd_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,compared to $323 in 2013,False
Insulin Lispro (Humalog 50-50 Kwikpen),markup_pct,64,percent,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,an increase of $207 or 64% in four years,False
Insulin Glulisine (Apidra Solostar),acquisition_cost,302,usd_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,"Apidra Solostar, also increased -- from $302 in 2014",False
Insulin Glulisine (Apidra Solostar),acquisition_cost,521,usd_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,Apidra Solostar...to $521 in 2019,False
Insulin Aspart (Novolog FlexPen),acquisition_cost,324,usd_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,"Novolog FlexPen, rose from $324 in 2013",False
Insulin Aspart (Novolog FlexPen),acquisition_cost,558,usd_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,Novolog FlexPen...to $558 in 2018,False
Insulin Glargine (Lantus),reimbursement_amount,27400000000,usd_total_2010_2018,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,the majority of which was spent on Lantus ($27.4 billion),False
Insulin Aspart (Novolog),reimbursement_amount,16500000000,usd_total_2010_2018,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,Novolog ($16.5 billion),False
Insulin Lispro (Humalog),reimbursement_amount,12300000000,usd_total_2010_2018,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,Humalog ($12.3 billion),False
Insulin Detemir (Levemir),reimbursement_amount,11000000000,usd_total_2010_2018,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,and Levemir ($11 billion),False
Insulin Glargine (Lantus),acquisition_cost,34,usd,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,raising its price from $34 to $131 by the end of 2012,False
Insulin Glargine (Lantus),acquisition_cost,131,usd,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,raising its price from $34 to $131 by the end of 2012,False
Insulin Glargine (Lantus),acquisition_cost,248,usd,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,6,nearly doubling the drug's WAC to $248 by the end of 2014,False
Insulin Glargine (Lantus),markup_pct,3,percent,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,7,Sanofi increased Lantus's list price by 3%,False
Insulin Glargine U-300 (Toujeo),markup_pct,5.4,percent,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,7,and Toujeo's list price by 5.4%,False
"Insulin Glargine (Sanofi rebate, preferred formulary)",spread_pct,2,percent,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,7,Sanofi offered rebates between 2% and 4%...July 2013,False
"Insulin Glargine (Sanofi rebate, preferred formulary)",spread_pct,56,percent,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,7,Sanofi rebates were as high as 56%...in 2018,False
Insulin Detemir (Levemir rebate to Express Scripts),spread_pct,47,percent,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,7,Novo Nordisk offered Express Scripts up to a 47% rebate for Levemir,False
Insulin Detemir (Levemir rebate to Express Scripts),spread_pct,25,percent,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,7,for preferred formulary placement...compared to 25% in 2014,False
Insulin Lispro (Humalog KwikPen),reimbursement_amount,28,usd_net_price_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,7,average net price for Humalog KwikPen had declined slightly from $28 per pen in 2015,False
Insulin Lispro (Humalog KwikPen),reimbursement_amount,24,usd_net_price_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,7,to $24 per pen in 2018,False
Insulin Glargine (Lantus),reimbursement_amount,87.48,usd_net_price_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,7,average Lantus net price of $87.48 in 2016,False
Insulin Glargine (Lantus),reimbursement_amount,46.92,usd_net_price_per_pen,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,8,double the drug's net price of $46.92 in 2005,False
"Insulin (Novolin vials, WellPoint rebate)",spread_pct,40.625,percent,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,8,a larger rebate (40.625%) for Novolin vials for preferred formulary placement,False
"Insulin (Novolin vials, NC State Employees rebate)",spread_pct,27.625,percent,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,8,North Carolina State Employees (27.625%),False
Insulin (Humulin/Humalog rebate to SIS),spread_pct,22,percent,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,8,commercial health plan in Puerto Rico called SIS (22%),False
Insulin (Humulin/Humalog rebate to Optum Part D),spread_pct,68,percent,"Senate Finance Committee, Grassley-Wyden Insulin Report (Jan 2021)",2021,8,Optum's Part D business (68%),False
